Trade Date,EUR,AUD,CHF,GBP,JPY,NZD,SEK
1971-01-04,1.879029,0.898715,4.318,0.417746,357.73,0.897827,5.1643
1971-01-05,1.879174,0.898311,4.3117,0.417554,357.81,0.897424,5.1628
1971-01-06,1.879101,0.897666,4.3113,0.41724,357.86,0.896781,5.1614
1971-01-07,1.879319,0.897827,4.3103,0.41731,357.87,0.896861,5.1649
1971-01-08,1.879392,0.898957,4.3109,0.417153,357.82,0.896539,5.1631
1971-01-11,1.879392,0.8967,4.3102,0.416806,357.95,0.895817,5.1642
1971-01-12,1.879319,0.896379,4.3099,0.416649,358.06,0.895496,5.1643
1971-01-13,1.879174,0.895656,4.3095,0.416302,358.44,0.894694,5.1615
1971-01-14,1.879101,0.893735,4.3095,0.415438,358.4,0.892857,5.1625
1971-01-15,1.879174,0.894294,4.3076,0.415679,358.4,0.893416,5.164
1971-01-18,1.879247,0.894534,4.3029,0.415766,358.29,0.893575,5.1651
1971-01-19,1.879319,0.893416,4.3006,0.415265,358.35,0.892459,5.1657
1971-01-20,1.879174,0.893416,4.301,0.415282,358.4,0.892538,5.1636
1971-01-21,1.879319,0.893017,4.3017,0.415076,358.27,0.892061,5.1648
1971-01-22,1.879392,0.892538,4.2996,0.414886,357.9,0.891663,5.1626
1971-01-25,1.87961,0.890948,4.3005,0.41413,357.73,0.889996,5.1626
1971-01-26,1.881645,0.890472,4.2987,0.413907,357.78,0.889601,5.164
1971-01-27,1.8815,0.890472,4.2973,0.41389,357.79,0.889521,5.1635
1971-01-28,1.879901,0.890155,4.2978,0.413753,357.83,0.889205,5.1653
1971-01-29,1.879901,0.889996,4.2963,0.413668,357.72,0.889047,5.1675
1971-02-01,1.880119,0.889601,4.2968,0.413497,357.67,0.888652,5.1778
1971-02-02,1.880192,0.88968,4.2969,0.413548,357.55,0.88881,5.1778
1971-02-03,1.880192,0.889601,4.2965,0.413497,357.54,0.888652,5.1742
1971-02-04,1.88041,0.890234,4.2966,0.413787,357.51,0.889284,5.1733
1971-02-05,1.880119,0.890948,4.2969,0.41413,357.53,0.890076,5.1784
1971-02-08,1.880628,0.88968,4.2979,0.413531,357.49,0.888731,5.1813
1971-02-09,1.88041,0.890789,4.2969,0.414062,357.5,0.889917,5.1811
1971-02-10,1.880628,0.890551,4.2972,0.413924,357.5,0.889601,5.1799
1971-02-11,1.8807,0.890551,4.2967,0.413942,357.5,0.88968,5.1778
1971-02-16,1.880482,0.889284,4.2968,0.413343,357.53,0.888336,5.1752
1971-02-17,1.879901,0.889284,4.2968,0.413343,357.53,0.888336,5.1706
1971-02-18,1.880119,0.889363,4.2967,0.413377,357.53,0.888415,5.17
1971-02-19,1.880119,0.889363,4.2963,0.413394,357.56,0.888494,5.1692
1971-02-22,1.879538,0.889284,4.2958,0.41336,357.6,0.888415,5.1664
1971-02-23,1.880264,0.889284,4.2957,0.413343,357.55,0.888336,5.161
1971-02-24,1.880192,0.889284,4.3015,0.413343,357.6,0.888336,5.1631
1971-02-25,1.880192,0.889838,4.3073,0.413616,357.56,0.888968,5.1652
1971-02-26,1.880192,0.890472,4.307,0.413907,357.56,0.889601,5.1652
1971-03-01,1.880628,0.890393,4.3073,0.413873,357.63,0.889521,5.1631
1971-03-02,1.88041,0.889601,4.3054,0.413497,357.56,0.888652,5.1638
1971-03-03,1.880264,0.889284,4.3039,0.413343,357.49,0.888336,5.1622
1971-03-04,1.880119,0.889759,4.3068,0.413582,357.45,0.888889,5.1631
1971-03-05,1.879756,0.889601,4.3066,0.413514,357.59,0.888731,5.1631
1971-03-08,1.894944,0.889284,4.302,0.41336,357.55,0.888415,5.1635
1971-03-09,1.879683,0.889363,4.3011,0.413428,357.46,0.888415,5.1644
1971-03-10,1.87961,0.889284,4.304,0.41336,357.59,0.888415,5.1625
1971-03-11,1.87961,0.889442,4.3012,0.413428,357.56,0.888573,5.1636
1971-03-12,1.879319,0.889284,4.301,0.413343,357.58,0.888336,5.1626
1971-03-15,1.879756,0.889284,4.3004,0.413343,357.54,0.888336,5.1626
1971-03-16,1.87961,0.889601,4.3002,0.413514,357.49,0.888731,5.1623
1971-03-17,1.879392,0.889205,4.2995,0.413326,357.53,0.888336,5.1613
1971-03-18,1.879101,0.889363,4.2983,0.413394,357.56,0.888494,5.1625
1971-03-19,1.879174,0.889363,4.2972,0.413394,357.56,0.888494,5.1621
1971-03-22,1.878229,0.889284,4.2971,0.413343,357.44,0.888336,5.1617
1971-03-23,1.879392,0.889284,4.2972,0.413343,357.53,0.888336,5.162
1971-03-24,1.879247,0.889205,4.2968,0.413326,357.53,0.888336,5.1613
1971-03-25,1.877067,0.889601,4.2969,0.413479,357.47,0.888652,5.1626
1971-03-26,1.878738,0.889442,4.2959,0.413428,357.47,0.888573,5.1637
1971-03-29,1.878811,0.889205,4.2966,0.413326,357.44,0.888336,5.1648
1971-03-30,1.879029,0.88968,4.2958,0.413548,357.49,0.88881,5.1631
1971-03-31,1.87743,0.890155,4.2954,0.41377,357.42,0.889284,5.1624
1971-04-01,1.879029,0.890948,4.2955,0.41413,357.49,0.890076,5.1645
1971-04-02,1.876849,0.891822,4.2947,0.414508,357.53,0.890869,5.1644
1971-04-05,1.878738,0.890472,4.2971,0.41389,357.5,0.889521,5.1646
1971-04-06,1.877139,0.889442,4.2974,0.413411,357.46,0.888494,5.1628
1971-04-07,1.878665,0.890155,4.296,0.413736,357.55,0.889205,5.1637
1971-04-08,1.878738,0.890234,4.2937,0.413787,357.55,0.889284,5.1653
1971-04-09,1.878738,0.890234,4.2951,0.413787,357.5,0.889284,5.165
1971-04-12,1.878738,0.890155,4.2969,0.413753,357.5,0.889205,5.1646
1971-04-13,1.877866,0.890234,4.3019,0.413787,357.62,0.889284,5.1653
1971-04-14,1.878665,0.889759,4.3024,0.413565,357.58,0.888889,5.1644
1971-04-15,1.878665,0.889521,4.2992,0.413445,357.5,0.888573,5.1633
1971-04-16,1.878593,0.889521,4.3019,0.413462,357.54,0.888652,5.1615
1971-04-19,1.878665,0.889284,4.3052,0.413343,357.49,0.888415,5.1619
1971-04-20,1.876921,0.889284,4.3039,0.413343,357.49,0.888336,5.1623
1971-04-21,1.878665,0.889205,4.3008,0.413291,357.49,0.888257,5.1611
1971-04-22,1.877575,0.889521,4.2995,0.413445,357.49,0.888573,5.162
1971-04-23,1.876413,0.889442,4.3025,0.413411,357.49,0.888494,5.1612
1971-04-26,1.876485,0.889442,4.3008,0.413428,357.5,0.888573,5.1624
1971-04-27,1.878447,0.889363,4.299,0.413394,357.49,0.888494,5.1615
1971-04-28,1.878157,0.889205,4.2957,0.413309,357.5,0.888257,5.1615
1971-04-29,1.878375,0.889284,4.2957,0.41336,357.41,0.888415,5.1616
1971-04-30,1.876195,0.889284,4.2959,0.413343,357.4,0.888336,5.1614
1971-05-03,1.87852,0.889442,4.2955,0.413411,357.41,0.888494,5.162
1971-05-04,1.876776,0.889521,4.2952,0.413479,357.4,0.888652,5.1613
1971-05-05,1.876776,0.889205,4.1841,0.413326,357.4,0.888336,5.1673
1971-05-06,1.875904,0.889521,4.1667,0.413479,357.41,0.888652,5.1724
1971-05-07,1.875831,0.889442,4.1374,0.413428,357.41,0.888494,5.1726
1971-05-10,1.81653,0.889996,4.1076,0.413685,357.14,0.889047,5.1683
1971-05-11,1.816603,0.890076,4.1164,0.413736,357.44,0.889205,5.1731
1971-05-12,1.816676,0.88968,4.1095,0.413514,357.53,0.888731,5.1714
1971-05-13,1.816676,0.88968,4.095,0.413514,357.49,0.888731,5.1655
1971-05-14,1.816603,0.889521,4.095,0.413462,357.49,0.888652,5.1664
1971-05-17,1.816603,0.889284,4.0914,0.413343,357.4,0.888415,5.1634
1971-05-18,1.816239,0.889363,4.0872,0.413394,357.44,0.888494,5.1622
1971-05-19,1.816457,0.889205,4.0866,0.413326,357.4,0.888336,5.1645
1971-05-20,1.816676,0.889284,4.0869,0.413343,357.46,0.888415,5.1649
1971-05-21,1.825324,0.889205,4.0733,0.413326,357.4,0.888336,5.1645
1971-05-24,1.816312,0.889205,4.0771,0.413326,357.4,0.888336,5.163
1971-05-25,1.81653,0.889363,4.0868,0.413394,357.4,0.888494,5.1644
1971-05-26,1.81653,0.889205,4.0882,0.413326,357.44,0.888336,5.1632
1971-05-27,1.81653,0.889442,4.0984,0.413445,357.4,0.888573,5.1653
1971-05-28,1.81653,0.889838,4.1058,0.413599,357.4,0.888889,5.1648
1971-06-01,1.816385,0.890393,4.1059,0.413873,357.46,0.889442,5.1661
1971-06-02,1.81653,0.890155,4.0995,0.413736,357.4,0.889205,5.1675
1971-06-03,1.81653,0.889442,4.0898,0.413428,357.46,0.888573,5.165
1971-06-04,1.816385,0.889363,4.094,0.413394,357.4,0.888494,5.1645
1971-06-07,1.816457,0.889284,4.0879,0.41336,357.4,0.888415,5.1639
1971-06-08,1.816457,0.889442,4.0896,0.413428,357.4,0.888573,5.164
1971-06-09,1.816021,0.889205,4.0909,0.413326,357.4,0.888336,5.1626
1971-06-10,1.816385,0.889284,4.0851,0.413343,357.4,0.888415,5.1632
1971-06-11,1.816239,0.889205,4.0885,0.413326,357.4,0.888336,5.162
1971-06-14,1.815731,0.889521,4.0901,0.413462,357.4,0.888573,5.1628
1971-06-15,1.815731,0.889521,4.0948,0.413445,357.46,0.888573,5.1651
1971-06-16,1.815731,0.889284,4.0907,0.413343,357.46,0.888415,5.1643
1971-06-17,1.816312,0.889442,4.094,0.413411,357.46,0.888494,5.1626
1971-06-18,1.815731,0.889363,4.0931,0.413377,357.4,0.888415,5.1625
1971-06-21,1.815367,0.889363,4.0929,0.413377,357.4,0.888415,5.1621
1971-06-22,1.815004,0.889363,4.0961,0.413394,357.4,0.888494,5.1614
1971-06-23,1.814931,0.889205,4.0943,0.413309,357.4,0.888257,5.1586
1971-06-24,1.815004,0.889363,4.094,0.413377,357.4,0.888415,5.1593
1971-06-25,1.814931,0.889363,4.0944,0.413377,357.4,0.888415,5.1585
1971-06-28,1.815731,0.889521,4.0981,0.413479,357.37,0.888652,5.1613
1971-06-29,1.815803,0.889363,4.1017,0.413394,357.39,0.888494,5.1591
1971-06-30,1.815731,0.889205,4.0989,0.413291,357.4,0.888257,5.1588
1971-07-01,1.815731,0.889442,4.0966,0.413394,357.4,0.888494,5.16
1971-07-02,1.815731,0.889442,4.0989,0.413394,357.4,0.888494,5.1616
1971-07-06,1.815658,0.88968,4.1037,0.413548,357.45,0.88881,5.1638
1971-07-07,1.815585,0.889521,4.1049,0.413445,357.46,0.888573,5.1634
1971-07-08,1.815222,0.889521,4.105,0.413479,357.46,0.888178,5.1652
1971-07-09,1.815222,0.889601,4.1061,0.413514,357.4,0.888731,5.1661
1971-07-12,1.815222,0.88968,4.106,0.413531,357.41,0.888731,5.168
1971-07-13,1.815222,0.889759,4.1038,0.413565,357.44,0.88881,5.1682
1971-07-14,1.815149,0.889521,4.098,0.413445,357.4,0.888573,5.1643
1971-07-15,1.815149,0.889521,4.0939,0.413445,357.4,0.888573,5.1605
1971-07-16,1.815149,0.889442,4.0934,0.413411,357.4,0.888494,5.1621
1971-07-19,1.815077,0.88968,4.0915,0.413514,357.39,0.888731,5.1634
1971-07-20,1.815077,0.88968,4.0909,0.413531,357.39,0.88881,5.1614
1971-07-21,1.813769,0.889363,4.0886,0.413377,357.4,0.888494,5.1594
1971-07-22,1.815004,0.889442,4.0866,0.413428,357.37,0.888573,5.16
1971-07-23,1.815004,0.889442,4.0866,0.413394,357.36,0.888494,5.1597
1971-07-26,1.813914,0.889759,4.0862,0.413565,357.4,0.888889,5.1609
1971-07-27,1.815077,0.889838,4.0862,0.413599,357.37,0.888889,5.1607
1971-07-28,1.813623,0.889601,4.0854,0.413479,357.4,0.888652,5.1596
1971-07-29,1.814859,0.889601,4.0871,0.413497,357.4,0.888652,5.1599
1971-07-30,1.814786,0.889601,4.0862,0.413497,357.39,0.888731,5.1591
1971-08-02,1.813478,0.889917,4.0878,0.41365,357.41,0.889047,5.16
1971-08-03,1.813405,0.890076,4.0887,0.413736,357.37,0.889205,5.1615
1971-08-04,1.81326,0.889284,4.0607,0.413343,357.37,0.888415,5.1593
1971-08-05,1.812606,0.88968,4.0616,0.413514,357.37,0.889521,5.1596
1971-08-06,1.812388,0.889601,4.0699,0.413479,357.37,0.888652,5.1597
1971-08-09,1.812097,0.889284,4.0532,0.41336,357.35,0.888415,5.1598
1971-08-10,1.81246,0.889521,4.0582,0.413445,357.39,0.888573,5.1624
1971-08-11,1.811443,0.889126,4.06,0.413274,357.35,0.888257,5.1614
1971-08-12,1.811443,0.889205,4.0527,0.413291,357.4,0.888257,5.163
1971-08-13,1.812097,0.889205,4.0633,0.413309,357.35,0.888336,5.1593
1971-08-31,1.791894,0.876732,3.9936,0.407581,339.85,0.875887,5.0793
1971-09-01,1.790295,0.876501,4.0024,0.407481,341.01,0.875657,5.0933
1971-09-02,1.788478,0.875427,3.9992,0.406901,338.98,0.874585,5.0879
1971-09-03,1.784845,0.874738,3.979,0.406669,340.14,0.873744,5.0807
1971-09-07,1.791167,0.87512,3.9999,0.406785,339.79,0.874279,5.0839
1971-09-08,1.790368,0.87512,3.9963,0.406769,339.39,0.874202,5.0913
1971-09-09,1.789278,0.875044,3.9948,0.406719,339.07,0.874126,5.0913
1971-09-10,1.789278,0.874814,3.9933,0.406636,338.81,0.873897,5.0897
1971-09-13,1.785354,0.874508,3.9984,0.406471,338.98,0.873591,5.0845
1971-09-14,1.787752,0.87222,3.9897,0.405351,338.24,0.871384,5.0798
1971-09-15,1.775761,0.870701,3.9853,0.404711,338.41,0.869792,5.0747
1971-09-16,1.782447,0.870701,3.986,0.404694,337.84,0.869792,5.0736
1971-09-17,1.782447,0.870322,3.9864,0.404531,337.95,0.86949,5.0715
1971-09-20,1.780848,0.869565,3.9714,0.404155,337.27,0.868734,5.0656
1971-09-21,1.778232,0.869868,3.9751,0.404318,337.34,0.868961,5.0581
1971-09-22,1.777505,0.869565,3.9714,0.404204,337.44,0.868734,5.0599
1971-09-23,1.768857,0.867303,3.9563,0.403145,337.27,0.866476,5.058
1971-09-24,1.762607,0.866626,3.9698,0.40282,336.98,0.865726,5.0314
1971-09-27,1.76486,0.867303,3.9689,0.403177,336.25,0.866476,5.047
1971-09-28,1.76486,0.868206,3.9681,0.403519,336.36,0.867303,5.0452
1971-09-29,1.764133,0.866176,3.9594,0.402609,335.57,0.865276,5.0355
1971-09-30,1.766531,0.865876,3.9541,0.402463,335.35,0.865052,5.0273
1971-10-01,1.755412,0.864304,3.9588,0.401735,333.39,0.863409,5.0176
1971-10-04,1.768057,0.864379,3.9599,0.401784,333.17,0.863558,5.0163
1971-10-05,1.761299,0.86423,3.9596,0.401703,333.14,0.863409,5.0201
1971-10-06,1.755194,0.864528,3.9603,0.401897,332.65,0.863782,5.013
1971-10-07,1.764133,0.86423,3.9604,0.401703,332.61,0.863409,5.0177
1971-10-08,1.755194,0.864006,3.9659,0.403193,332.37,0.863111,5.0176
1971-10-12,1.759918,0.864155,3.9699,0.401687,330.52,0.863334,5.0221
1971-10-13,1.761081,0.864304,3.9781,0.401752,331.4,0.863483,5.0272
1971-10-14,1.762389,0.864155,3.9824,0.403128,330.85,0.86326,5.0314
1971-10-15,1.764932,0.864379,3.9833,0.401784,330.58,0.863483,5.0302
1971-10-18,1.761008,0.86423,3.9727,0.401703,329.6,0.863334,5.0286
1971-10-19,1.766023,0.86423,3.9749,0.401719,330.85,0.863409,5.0256
1971-10-20,1.756648,0.863632,3.9755,0.401413,331.07,0.862738,5.0263
1971-10-21,1.761444,0.86326,3.9774,0.401268,330.79,0.862441,5.0262
1971-10-22,1.760281,0.863111,3.9799,0.401171,330.36,0.862218,5.0217
1971-10-26,1.760281,0.862664,3.9914,0.400962,329.0,0.861772,5.0164
1971-10-27,1.762389,0.862441,3.9948,0.400882,329.54,0.861623,5.0173
1971-10-28,1.766313,0.862664,3.988,0.400994,329.71,0.861846,5.0176
1971-10-29,1.763043,0.863558,3.9927,0.401381,329.5,0.862664,5.0196
1971-11-01,1.760717,0.863111,3.996,0.401171,329.45,0.862218,5.0247
1971-11-03,1.762171,0.863036,3.9917,0.401123,329.5,0.862069,5.0226
1971-11-04,1.758828,0.863036,3.9912,0.401155,330.87,0.862218,5.0245
1971-11-05,1.760281,0.862813,3.9911,0.401027,329.16,0.86192,5.0196
1971-11-08,1.763406,0.862962,3.9946,0.401107,329.22,0.862069,5.022
1971-11-09,1.764787,0.863111,3.9946,0.401188,329.16,0.862292,5.0207
1971-11-10,1.763624,0.863111,3.996,0.401204,329.11,0.862292,5.0207
1971-11-11,1.766967,0.862887,3.9952,0.401059,329.11,0.861995,5.0203
1971-11-12,1.765805,0.862738,3.9943,0.401011,329.49,0.861846,5.0136
1971-11-15,1.763261,0.862962,3.9944,0.401123,328.73,0.862069,5.0136
1971-11-16,1.763406,0.863036,3.9948,0.401139,328.62,0.862143,5.0094
1971-11-17,1.763406,0.862738,3.996,0.400994,328.8,0.861846,5.0074
1971-11-18,1.763624,0.862813,3.9965,0.401043,328.68,0.86192,5.0088
1971-11-19,1.761662,0.862664,3.9839,0.400994,328.4,0.861846,5.0044
1971-11-22,1.761299,0.862738,3.9761,0.401011,328.41,0.861846,5.001
1971-11-23,1.760572,0.862664,3.9647,0.400978,328.19,0.861772,4.9897
1971-11-24,1.754468,0.862813,3.9526,0.401043,328.04,0.86192,4.9775
1971-11-26,1.753741,0.862738,3.9555,0.401011,327.6,0.861846,4.9565
1971-11-29,1.748072,0.862664,3.9539,0.400994,327.06,0.861846,4.9427
1971-11-30,1.749744,0.862738,3.9555,0.401011,327.44,0.861846,4.957
1971-12-01,1.74829,0.862664,3.9489,0.400978,327.6,0.861772,4.9346
1971-12-02,1.751125,0.862962,3.9335,0.401123,326.0,0.862143,4.926
1971-12-03,1.749453,0.861104,3.917,0.40024,325.1,0.860215,4.9257
1971-12-06,1.735064,0.861326,3.8948,0.400352,326.53,0.860511,4.9128
1971-12-07,1.509124,0.860215,3.8997,0.399824,323.62,0.859254,4.8888
1971-12-08,1.727215,0.857854,3.8986,0.39874,323.5,0.856971,4.89
1971-12-09,1.727869,0.854555,3.9,0.397219,323.52,0.853679,4.8959
1971-12-10,1.728959,0.854409,3.8998,0.397109,323.1,0.853461,4.8972
1971-12-13,1.729904,0.854117,3.9027,0.396983,322.79,0.853242,4.8969
1971-12-14,1.72925,0.854117,3.885,0.396999,322.58,0.853097,4.8968
1971-12-15,1.721547,0.853971,3.8756,0.396951,321.54,0.853242,4.8924
1971-12-16,1.718495,0.853825,3.8826,0.396873,320.0,0.852951,4.8909
1971-12-17,1.721983,0.850629,3.8754,0.395382,320.36,0.849762,4.8924
1971-12-28,1.720747,0.841822,3.9192,0.392573,315.01,0.841043,4.8896
1971-12-29,1.726198,0.841184,3.9212,0.392557,315.21,0.840901,4.9019
1971-12-30,1.72489,0.841255,3.9196,0.391604,315.01,0.840831,4.8838
1971-12-31,1.71973,0.841255,3.9147,0.39185,315.01,0.839419,4.8631
1972-01-03,1.723654,0.839631,3.9177,0.39185,314.86,0.83682,4.8544
1972-01-04,1.722128,0.840336,3.92,0.39208,314.96,0.839278,4.855
1972-01-05,1.726198,0.839983,3.9216,0.392003,314.86,0.838574,4.852
1972-01-06,1.722128,0.839983,3.9185,0.392126,312.01,0.838926,4.8514
1972-01-07,1.721111,0.839983,3.9208,0.392126,312.5,0.838574,4.8479
1972-01-10,1.722128,0.839983,3.9198,0.392188,312.99,0.838574,4.8298
1972-01-11,1.718058,0.839631,3.9216,0.392311,314.47,0.838223,4.8353
1972-01-12,1.718058,0.840336,3.9164,0.392095,313.48,0.840336,4.8309
1972-01-13,1.713989,0.839278,3.9002,0.391527,313.97,0.83682,4.8286
1972-01-14,1.705922,0.838223,3.8835,0.388802,312.99,0.834725,4.8216
1972-01-17,1.62947,0.838926,3.8655,0.386847,313.38,0.83612,4.8135
1972-01-18,1.699963,0.838926,3.8775,0.387597,312.89,0.83612,4.8144
1972-01-19,1.701925,0.838926,3.8728,0.387582,312.79,0.83682,4.8077
1972-01-20,1.698001,0.841751,3.8775,0.387372,312.01,0.840336,4.8077
1972-01-21,1.705922,0.839631,3.8778,0.387237,312.3,0.838926,4.8077
1972-01-24,1.701925,0.839278,3.8728,0.386503,312.21,0.838223,4.806
1972-01-25,1.698001,0.839278,3.8655,0.386056,311.82,0.83682,4.8065
1972-01-26,1.701925,0.839631,3.8685,0.38619,311.53,0.837521,4.8077
1972-01-27,1.698001,0.839631,3.8707,0.386056,310.08,0.838223,4.8088
1972-01-28,1.698001,0.839631,3.873,0.385892,310.46,0.83682,4.8077
1972-01-31,1.694004,0.839631,3.8745,0.38555,310.56,0.83682,4.8054
1972-02-01,1.694004,0.839631,3.8677,0.384645,310.37,0.83682,4.8077
1972-02-02,1.690079,0.839631,3.8462,0.383627,308.55,0.83682,4.7985
1972-02-03,1.686155,0.839631,3.858,0.383936,309.12,0.83682,4.7973
1972-02-04,1.698001,0.839631,3.8745,0.384615,308.64,0.83682,4.8054
1972-02-07,1.694004,0.839631,3.873,0.384187,308.17,0.83682,4.8019
1972-02-08,1.690079,0.839631,3.8692,0.384069,307.69,0.837521,4.7973
1972-02-09,1.690079,0.839631,3.861,0.383877,304.79,0.83682,4.7962
1972-02-10,1.686155,0.839631,3.861,0.383745,304.69,0.838574,4.7939
1972-02-11,1.686155,0.839631,3.858,0.383803,304.69,0.838574,4.7962
1972-02-14,1.685138,0.839631,3.861,0.385327,304.23,0.838574,4.8031
1972-02-15,1.686155,0.839631,3.864,0.38555,304.14,0.838574,4.8031
1972-02-16,1.682231,0.839631,3.8447,0.383951,303.95,0.838574,4.7985
1972-02-17,1.678379,0.839631,3.8484,0.383877,303.95,0.837521,4.7778
1972-02-18,1.675472,0.839631,3.8491,0.383803,303.49,0.838574,4.7755
1972-02-22,1.678379,0.839631,3.8595,0.383877,302.85,0.83682,4.7847
1972-02-23,1.676417,0.839631,3.8565,0.3837,302.48,0.838574,4.7847
1972-02-24,1.678379,0.839631,3.8565,0.383583,302.11,0.83682,4.7881
1972-02-25,1.686155,0.839631,3.8692,0.383818,302.48,0.838574,4.7927
1972-02-28,1.690079,0.839631,3.8752,0.383774,303.95,0.83682,4.7927
1972-02-29,1.686155,0.839631,3.8685,0.383745,303.4,0.83682,4.7927
1972-03-01,1.686155,0.839631,3.8711,0.383759,303.21,0.83682,4.787
1972-03-02,1.686155,0.839631,3.8685,0.383759,303.03,0.83682,4.7847
1972-03-03,1.684193,0.839631,3.8715,0.38348,302.66,0.83682,4.7801
1972-03-06,1.682231,0.839631,3.861,0.382966,302.75,0.838926,4.7755
1972-03-07,1.672565,0.839631,3.8573,0.38149,302.3,0.838574,4.7653
1972-03-08,1.674527,0.839631,3.841,0.380851,302.02,0.838926,4.7596
1972-03-09,1.666824,0.839631,3.8183,0.378215,301.66,0.838574,4.7326
1972-03-10,1.666824,0.839631,3.8175,0.378659,301.93,0.840336,4.7506
1972-03-13,1.664935,0.839631,3.9817,0.378974,302.3,0.83682,4.7438
1972-03-14,1.670676,0.839631,3.8358,0.380373,302.21,0.838926,4.7574
1972-03-15,1.670676,0.839631,3.8388,0.381534,302.11,0.838926,4.7687
1972-03-16,1.671621,0.839631,3.8432,0.381679,302.02,0.838926,4.7664
1972-03-17,1.678379,0.839631,3.858,0.383142,302.11,0.840336,4.779
1972-03-20,1.682231,0.839631,3.8625,0.383068,302.3,0.838926,4.7893
1972-03-21,1.678379,0.839631,3.8513,0.382044,302.11,0.838926,4.7733
1972-03-22,1.674527,0.839631,3.8603,0.382146,302.11,0.838926,4.7687
1972-03-23,1.679324,0.839631,3.8655,0.3832,301.93,0.838926,4.787
1972-03-24,1.686155,0.839631,3.87,0.383656,302.3,0.838926,4.7927
1972-03-27,1.679324,0.839631,3.8591,0.383039,302.57,0.838926,4.7881
1972-03-28,1.678379,0.839631,3.8528,0.382409,302.85,0.838926,4.7778
1972-03-29,1.678379,0.839631,3.8476,0.382263,303.77,0.838926,4.7687
1972-03-30,1.676417,0.839631,3.8366,0.38238,303.77,0.83682,4.779
1972-03-31,1.676417,0.839631,3.8358,0.382219,304.32,0.834725,4.7801
1972-04-03,1.676417,0.839631,3.8373,0.382263,304.14,0.834725,4.7801
1972-04-04,1.679324,0.839631,3.8476,0.382731,304.97,0.834725,4.7778
1972-04-05,1.679324,0.839631,3.8491,0.382848,305.16,0.838926,4.7824
1972-04-06,1.678379,0.839631,3.8521,0.383245,304.88,0.838926,4.7824
1972-04-07,1.678379,0.839631,3.8521,0.383318,303.21,0.838926,4.7847
1972-04-10,1.682231,0.839631,3.7092,0.383406,302.11,0.83682,4.7841
1972-04-11,1.681286,0.839631,3.8499,0.382922,302.3,0.83682,4.7801
1972-04-12,1.678379,0.839631,3.8484,0.382775,302.43,0.83682,4.7793
1972-04-13,1.682231,0.839631,3.8506,0.383112,302.57,0.838574,4.7824
1972-04-14,1.678379,0.839631,3.8558,0.383347,302.94,0.83682,4.7835
1972-04-17,1.682231,0.839631,3.8588,0.383406,302.57,0.83682,4.7847
1972-04-18,1.682231,0.839631,3.8737,0.383612,302.39,0.838223,4.791
1972-04-19,1.688117,0.839631,3.879,0.383612,302.94,0.838223,4.7939
1972-04-20,1.678379,0.839631,3.867,0.383245,303.03,0.838574,4.7847
1972-04-21,1.680269,0.839631,3.87,0.383377,303.21,0.838926,4.787
1972-04-24,1.682231,0.839631,3.8632,0.383156,305.16,0.838223,4.787
1972-04-25,1.682231,0.839631,3.8625,0.38298,304.32,0.838926,4.7813
1972-04-26,1.682231,0.839631,3.864,0.382995,303.77,0.838574,4.7824
1972-04-27,1.682231,0.839631,3.8629,0.382907,304.23,0.838223,4.7778
1972-04-28,1.682231,0.839631,3.8647,0.382995,304.88,0.838574,4.7755
1972-05-01,1.678379,0.839631,3.864,0.382995,304.41,0.83682,4.7744
1972-05-02,1.682231,0.839631,3.864,0.383024,304.23,0.83682,4.7733
1972-05-03,1.682231,0.839631,3.8625,0.382922,304.32,0.83682,4.7721
1972-05-04,1.682231,0.839631,3.8617,0.382966,304.23,0.83682,4.7676
1972-05-05,1.682231,0.839631,3.8632,0.383068,304.32,0.83682,4.7676
1972-05-08,1.680269,0.839631,3.8632,0.383039,305.06,0.83682,4.7664
1972-05-09,1.678379,0.839631,3.8573,0.38257,304.97,0.83682,4.7596
1972-05-10,1.678379,0.839631,3.8551,0.38238,303.77,0.83682,4.7506
1972-05-11,1.678379,0.839631,3.861,0.382731,303.58,0.838574,4.7529
1972-05-12,1.682231,0.839631,3.8625,0.382702,303.86,0.838574,4.754
1972-05-15,1.682231,0.839631,3.867,0.382819,304.32,0.83682,4.754
1972-05-16,1.682231,0.839631,3.8707,0.382951,304.41,0.83682,4.7574
1972-05-17,1.678379,0.839631,3.8655,0.382614,304.51,0.83682,4.7529
1972-05-18,1.678379,0.839631,3.8655,0.382629,304.6,0.837521,4.7506
1972-05-19,1.680269,0.839631,3.8651,0.382673,304.04,0.83682,4.7506
1972-05-22,1.678379,0.839631,3.8655,0.382658,304.41,0.83682,4.7483
1972-05-23,1.676417,0.839631,3.8565,0.382731,304.23,0.837521,4.7483
1972-05-24,1.674527,0.839631,3.8565,0.382658,304.32,0.837521,4.7377
1972-05-25,1.678379,0.839631,3.8595,0.382907,304.32,0.839631,4.7472
1972-05-26,1.678379,0.839631,3.8562,0.38276,304.41,0.839631,4.7461
1972-05-30,1.674527,0.839631,3.8462,0.382775,305.34,0.839631,4.736
1972-05-31,1.676417,0.839631,3.8432,0.382702,304.69,0.83682,4.7337
1972-06-01,1.678379,0.839631,3.8351,0.382775,304.41,0.840336,4.736
1972-06-02,1.678379,0.839631,3.8373,0.382892,304.23,0.83612,4.736
