Trade Date,Settle
1973-02-14,0.706714
1973-02-15,0.705716
1973-02-16,0.705716
1973-02-20,0.705716
1973-02-21,0.70922
1973-02-22,0.70922
1973-02-23,0.70922
1973-02-26,0.706714
1973-02-27,0.70922
1973-02-28,0.70922
1973-03-01,0.70922
1973-03-05,0.704672
1973-03-06,0.704225
1973-03-07,0.704225
1973-03-08,0.70922
1973-03-09,0.708215
1973-03-12,0.70922
1973-03-13,0.70922
1973-03-14,0.70922
1973-03-15,0.70922
1973-03-16,0.70922
1973-03-19,0.70922
1973-03-20,0.70922
1973-03-21,0.70922
1973-03-22,0.70922
1973-03-23,0.706714
1973-03-26,0.706714
1973-03-27,0.706714
1973-03-28,0.706714
1973-03-29,0.706714
1973-03-30,0.706714
1973-04-02,0.706714
1973-04-03,0.706714
1973-04-04,0.706714
1973-04-05,0.706714
1973-04-06,0.706714
1973-04-09,0.706714
1973-04-10,0.706714
1973-04-11,0.706714
1973-04-12,0.706714
1973-04-13,0.706714
1973-04-16,0.706714
1973-04-17,0.706714
1973-04-18,0.706714
1973-04-19,0.706714
1973-04-20,0.706714
1973-04-23,0.706714
1973-04-24,0.706714
1973-04-25,0.706714
1973-04-26,0.706714
1973-04-27,0.706714
1973-04-30,0.706714
1973-05-01,0.706714
1973-05-02,0.706714
1973-05-03,0.706714
1973-05-04,0.706714
1973-05-07,0.706714
1973-05-08,0.706714
1973-05-09,0.706714
1973-05-10,0.706714
1973-05-11,0.706714
1973-05-14,0.706714
1973-05-15,0.706714
1973-05-16,0.706714
1973-05-17,0.706714
1973-05-18,0.706714
1973-05-21,0.706714
1973-05-22,0.706714
1973-05-23,0.706714
1973-05-24,0.706714
1973-05-25,0.706714
1973-05-29,0.706714
1973-05-30,0.706714
1973-05-31,0.706714
1973-06-01,0.706714
1973-06-04,0.706714
1973-06-05,0.706714
1973-06-06,0.706714
1973-06-07,0.706714
1973-06-08,0.706714
1973-06-11,0.706714
1973-06-12,0.706714
1973-06-13,0.706714
1973-06-14,0.706714
1973-06-15,0.706714
1973-06-18,0.706714
1973-06-19,0.706714
1973-06-20,0.706714
1973-06-21,0.706714
1973-06-22,0.70373
1973-06-25,0.704722
1973-06-26,0.704722
1973-06-27,0.705467
1973-06-28,0.706714
1973-06-29,0.706464
1973-07-02,0.704225
1973-07-03,0.707965
1973-07-05,0.706714
1973-07-06,0.704225
1973-07-09,0.704225
1973-07-10,0.704225
1973-07-11,0.705467
1973-07-12,0.705467
1973-07-13,0.705467
1973-07-16,0.705467
1973-07-17,0.704225
1973-07-18,0.704225
1973-07-19,0.704225
1973-07-20,0.702988
1973-07-23,0.708466
1973-07-24,0.708466
1973-07-25,0.708466
1973-07-26,0.704225
1973-07-27,0.704225
1973-07-30,0.704225
1973-07-31,0.704225
1973-08-01,0.70922
1973-08-02,0.706714
1973-08-03,0.705219
1973-08-06,0.706714
1973-08-07,0.706714
1973-08-08,0.706215
1973-08-09,0.706215
1973-08-10,0.706215
1973-08-13,0.707214
1973-08-14,0.707214
1973-08-15,0.707214
1973-08-16,0.706714
1973-08-17,0.706714
1973-08-20,0.706714
1973-08-21,0.706714
1973-08-22,0.706314
1973-08-23,0.707214
1973-08-24,0.707214
1973-08-27,0.707214
1973-08-28,0.707214
1973-08-29,0.707214
1973-08-30,0.706215
1973-08-31,0.706215
1973-09-04,0.707214
1973-09-05,0.707214
1973-09-06,0.707214
1973-09-07,0.707214
1973-09-10,0.673401
1973-09-11,0.672948
